
45092939,0.072,0.854,-0.321,0.034,0.008,-0.008;
45117082,0.079,0.854,-0.332,0.041,0.015,-0.005;
45141383,0.064,0.850,-0.318,0.039,0.007,-0.004;
45165477,0.075,0.865,-0.332,0.059,0.007,-0.002;
45189549,0.079,0.861,-0.325,0.079,-0.001,0.000;
45213822,0.060,0.854,-0.328,0.055,-0.010,0.008;
45238190,0.064,0.857,-0.304,0.118,0.004,0.005;
45262284,0.072,0.857,-0.318,0.113,0.013,0.001;
45286374,0.068,0.842,-0.328,0.069,0.002,-0.007;
45310632,0.068,0.857,-0.321,0.092,-0.005,0.005;
45335014,0.072,0.861,-0.321,0.135,0.010,0.005;
45355954,0.075,0.857,-0.314,0.119,0.013,0.010;
45380002,0.068,0.854,-0.332,0.097,0.008,0.006;
45404329,0.064,0.857,-0.325,0.097,-0.004,0.007;
45428591,0.072,0.850,-0.339,0.112,-0.015,-0.004;
45452815,0.075,0.846,-0.339,0.089,-0.010,0.000;
45476880,0.079,0.846,-0.335,0.070,-0.033,-0.002;
45501163,0.072,0.850,-0.332,0.074,-0.032,0.017;
45525382,0.072,0.854,-0.335,0.113,-0.023,0.023;
45549632,0.056,0.846,-0.339,0.126,-0.016,0.024;
45573721,0.072,0.835,-0.335,0.103,-0.062,0.021;
45594619,0.072,0.850,-0.339,0.097,-0.042,0.015;
45618964,0.075,0.857,-0.332,0.090,0.001,0.007;
45643330,0.075,0.835,-0.339,0.063,0.042,-0.005;
45667463,0.079,0.854,-0.332,0.072,0.019,-0.008;
45691522,0.075,0.846,-0.332,0.061,0.004,-0.007;
45715810,0.072,0.854,-0.342,0.044,0.004,-0.007;
45740174,0.075,0.857,-0.339,0.024,0.024,-0.012;
45764315,0.083,0.839,-0.346,0.005,0.049,-0.013;
45788376,0.075,0.842,-0.332,0.006,0.074,-0.015;
45812663,0.079,0.846,-0.346,0.010,0.097,-0.008;
45836881,0.079,0.842,-0.339,0.012,0.076,-0.012;
45857912,0.079,0.857,-0.328,0.039,0.053,-0.022;
45882042,0.079,0.865,-0.335,0.080,0.063,-0.027;
45906109,0.068,0.854,-0.342,0.083,0.095,-0.018;
45930489,0.056,0.850,-0.328,0.084,0.090,-0.012;
45954797,0.060,0.839,-0.321,0.079,0.070,-0.011;
45978929,0.072,0.854,-0.332,0.097,0.053,-0.016;
46002991,0.072,0.857,-0.342,0.107,0.044,-0.008;
46027313,0.064,0.857,-0.335,0.135,0.039,0.000;
46051662,0.072,0.842,-0.335,0.095,0.041,-0.013;
46075792,0.068,0.854,-0.328,0.091,0.027,0.000;
46096655,0.079,0.850,-0.332,0.056,0.038,-0.004;
46120946,0.075,0.846,-0.332,0.080,0.039,-0.001;
46145115,0.075,0.854,-0.328,0.091,0.046,0.001;
46169304,0.068,0.857,-0.339,0.102,0.013,-0.004;
46193376,0.075,0.854,-0.346,0.066,0.023,0.000;
46217648,0.068,0.854,-0.339,0.087,0.038,-0.007;
46241904,0.072,0.850,-0.332,0.106,0.052,-0.006;
46266110,0.083,0.846,-0.339,0.087,0.025,-0.001;
46290224,0.075,0.854,-0.332,0.091,0.022,-0.005;
46314290,0.079,0.850,-0.335,0.097,0.017,-0.005;
46338646,0.072,0.850,-0.339,0.092,0.036,-0.007;
46369610,0.079,0.846,-0.339,0.072,0.035,-0.007;
46393787,0.079,0.850,-0.342,0.066,0.007,-0.002;
46417853,0.075,0.839,-0.335,0.058,0.011,-0.012;
46442263,0.068,0.846,-0.339,0.075,0.018,-0.010;
46466427,0.075,0.854,-0.332,0.092,0.017,-0.011;
46490604,0.075,0.850,-0.335,0.083,0.006,-0.012;
46514720,0.072,0.850,-0.339,0.083,0.008,-0.011;
46539030,0.072,0.846,-0.339,0.070,0.000,-0.004;
46563197,0.075,0.846,-0.342,0.067,0.007,-0.010;
46587403,0.075,0.842,-0.335,0.069,0.010,-0.010;
46608358,0.064,0.857,-0.335,0.062,0.001,-0.011;
46632649,0.072,0.854,-0.339,0.062,0.007,-0.016;
46656907,0.064,0.850,-0.335,0.068,0.023,-0.016;
46681149,0.072,0.846,-0.342,0.073,0.022,-0.015;
46705220,0.072,0.846,-0.328,0.063,0.023,-0.017;
46729606,0.075,0.850,-0.346,0.052,0.022,-0.016;
46753771,0.072,0.854,-0.342,0.058,0.028,-0.017;
46777983,0.072,0.850,-0.339,0.072,0.033,-0.012;
46802070,0.072,0.846,-0.339,0.061,0.034,-0.012;
46826232,0.072,0.842,-0.339,0.041,0.025,-0.015;
46850520,0.075,0.854,-0.346,0.051,0.032,-0.017;
46871533,0.075,0.846,-0.339,0.083,0.025,-0.011;
46895761,0.072,0.842,-0.328,0.107,0.024,-0.004;
46919887,0.064,0.861,-0.325,0.080,0.015,-0.013;
46944246,0.072,0.850,-0.342,0.070,0.012,0.000;
46968348,0.072,0.846,-0.335,0.079,0.016,0.000;
46992546,0.072,0.842,-0.349,0.081,0.004,0.000;
47016630,0.068,0.850,-0.339,0.095,0.019,-0.004;
47041017,0.064,0.842,-0.346,0.106,0.028,0.000;
47065222,0.072,0.839,-0.346,0.068,0.032,0.001;
47089463,0.068,0.842,-0.346,0.096,0.025,-0.005;
47110390,0.072,0.850,-0.346,0.117,0.024,-0.001;
47134556,0.072,0.842,-0.335,0.106,0.012,0.001;
47158883,0.072,0.842,-0.339,0.097,0.005,0.007;
47183170,0.075,0.842,-0.342,0.090,0.012,0.008;
47207294,0.075,0.846,-0.349,0.092,0.018,0.002;
47231410,0.075,0.846,-0.349,0.096,0.029,0.004;
47255673,0.068,0.842,-0.360,0.085,0.021,0.002;
47279811,0.072,0.842,-0.342,0.096,0.015,0.000;
47304035,0.072,0.850,-0.342,0.095,0.016,-0.001;
47328143,0.083,0.846,-0.349,0.066,0.006,0.000;
47352449,0.083,0.846,-0.349,0.070,0.004,-0.005;
47373448,0.075,0.850,-0.346,0.057,0.015,-0.005;
47397578,0.064,0.842,-0.342,0.053,0.007,0.000;
47421664,0.072,0.846,-0.346,0.049,-0.008,0.002;
47446018,0.083,0.854,-0.353,0.042,-0.005,-0.002;
47470139,0.072,0.842,-0.346,0.033,0.006,0.000;
47494315,0.068,0.850,-0.353,0.061,0.024,0.000;
47518437,0.079,0.850,-0.342,0.053,0.024,-0.005;
47542542,0.072,0.839,-0.353,0.006,0.018,-0.005;
47566796,0.072,0.842,-0.342,0.028,0.016,0.005;
47591084,0.079,0.846,-0.342,0.089,0.015,0.002;
47611995,0.079,0.835,-0.353,0.038,0.021,-0.007;
47636133,0.079,0.835,-0.349,-0.044,-0.007,-0.007;
47660472,0.075,0.846,-0.335,-0.044,0.002,-0.006;
47684625,0.079,0.846,-0.339,0.017,0.012,0.001;
47708813,0.072,0.850,-0.335,0.027,-0.006,-0.004;
47732989,0.075,0.835,-0.332,-0.042,-0.024,0.000;
47757283,0.075,0.842,-0.332,-0.072,-0.023,0.001;
47781454,0.075,0.854,-0.321,-0.028,0.015,-0.004;
47805660,0.072,0.850,-0.335,-0.032,0.010,-0.004;
47829845,0.064,0.857,-0.332,-0.019,-0.021,-0.004;
47854078,0.072,0.857,-0.325,0.010,-0.007,-0.007;
47875117,0.075,0.857,-0.328,0.028,0.012,0.001;
47899356,0.083,0.846,-0.328,-0.022,0.015,0.002;
47923482,0.079,0.854,-0.325,0.000,-0.015,0.001;
47947574,0.079,0.865,-0.321,0.025,-0.001,0.004;
47971884,0.075,0.865,-0.325,0.055,-0.019,0.006;
47996194,0.079,0.854,-0.328,0.061,-0.007,0.010;
48020240,0.068,0.861,-0.328,0.073,-0.004,0.000;
48044396,0.072,0.850,-0.321,0.083,-0.004,0.001;
48068750,0.072,0.846,-0.321,0.062,-0.010,0.007;
48092936,0.075,0.857,-0.321,0.053,-0.002,0.005;
48113987,0.075,0.857,-0.321,0.068,0.011,-0.008;
48138114,0.075,0.854,-0.321,0.056,0.002,-0.005;
48162426,0.064,0.865,-0.321,0.056,-0.010,0.000;
48186519,0.072,0.854,-0.321,0.051,0.013,0.004;
48210738,0.072,0.850,-0.325,0.047,-0.004,-0.004;
48234913,0.068,0.850,-0.325,0.022,0.023,-0.002;
48259020,0.072,0.865,-0.314,0.050,0.025,-0.007;
48283280,0.079,0.857,-0.321,0.041,0.028,0.006;
48307594,0.075,0.857,-0.325,0.030,0.041,-0.004;
48331726,0.068,0.857,-0.321,0.030,0.045,0.007;
48355814,0.068,0.854,-0.318,0.034,0.041,0.001;
48377451,0.064,0.854,-0.311,0.016,0.046,0.001;
48401577,0.075,0.850,-0.325,0.025,0.047,-0.004;
48425907,0.075,0.857,-0.318,0.032,0.058,-0.007;
48450002,0.072,0.857,-0.314,0.038,0.061,-0.005;
48474313,0.068,0.854,-0.311,0.021,0.066,-0.006;
48498468,0.075,0.846,-0.325,0.010,0.064,-0.007;
48522663,0.072,0.850,-0.321,0.004,0.067,-0.007;
48546814,0.072,0.861,-0.314,0.025,0.062,-0.013;
48571050,0.072,0.861,-0.300,0.030,0.061,-0.019;
48595261,0.083,0.865,-0.293,0.069,0.047,-0.022;
48616403,0.083,0.865,-0.311,0.069,0.062,-0.016;
48640615,0.075,0.854,-0.311,0.061,0.084,-0.025;
48664681,0.068,0.857,-0.314,0.068,0.067,-0.024;
48689011,0.072,0.854,-0.314,0.046,0.062,-0.018;
48713308,0.072,0.861,-0.297,0.028,0.059,-0.019;
48737516,0.079,0.861,-0.297,0.061,0.050,-0.025;
48761591,0.075,0.865,-0.311,0.069,0.059,-0.018;
48785872,0.072,0.857,-0.311,0.095,0.053,-0.022;
48810032,0.064,0.869,-0.297,0.109,0.041,-0.013;
48834327,0.075,0.857,-0.304,0.103,0.005,-0.010;
48858399,0.072,0.857,-0.311,0.058,0.023,-0.018;
48879551,0.072,0.869,-0.314,0.085,0.033,-0.013;
48903732,0.079,0.865,-0.311,0.093,0.045,-0.006;
48924071,0.068,0.857,-0.311,0.096,0.032,-0.010;
48948674,0.072,0.854,-0.314,0.085,0.038,-0.010;
48972759,0.075,0.857,-0.314,0.141,0.006,-0.010;
48997086,0.072,0.854,-0.307,0.141,0.005,-0.007;
49021384,0.060,0.857,-0.307,0.129,0.022,-0.011;
49045583,0.064,0.861,-0.314,0.147,0.042,-0.008;
49069728,0.087,0.857,-0.325,0.161,0.029,-0.008;
49094002,0.068,0.854,-0.318,0.175,0.011,-0.006;
49115108,0.072,0.850,-0.321,0.164,0.029,-0.011;
49139391,0.075,0.854,-0.314,0.138,0.035,-0.008;
49163535,0.072,0.861,-0.318,0.141,0.034,-0.006;
